StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Prolific_ID,FI_Time_First Click,FI_Time_Last Click,FI_Time_Page Submit,FI_Time_Click Count,B1_wind_1,B1_flood_1,Appraisal1_1,Decision,SI_Time_First Click,SI_Time_Last Click,SI_Time_Page Submit,SI_Time_Click Count,Appraisal2_evac_4,Appraisal2_stay_1,B2_wind_1,B2_flood_1,age,gender,zipcode,prior_experience,MTurkCode,PROLIFIC_PID,Condition,QCity_zipcode,QState_zipcode,DeviceIdentifier
2022-04-08 13:08:54,2022-04-08 13:12:16,IP Address,107.145.223.53,100,201,True,2022-04-08 13:12:16,R_UXCbBWOY78gtiXn,,,,,28.5980987548828125,-81.35150146484375,anonymous,EN,I consent to taking part in this survey.,6010bba4cef0db4298d8cd48,45.268,55.074,57.074,2,115,12,8,Evacuate to a hotel up north paying at least $150 per night.,21.978,66.945,69.425,8,9,,130,13,33,Female,32707,Yes,6959913,6010bba4cef0db4298d8cd48,High Uncertainty - Cat 4,Casselberry,FL,
2022-04-08 13:13:23,2022-04-08 13:14:44,IP Address,204.90.30.3,100,80,True,2022-04-08 13:14:44,R_1k1XBM9GP4HWuNo,,,,,28.7115020751953125,-81.51349639892578125,anonymous,EN,I consent to taking part in this survey.,60be82caa8f33e3db829591b,17.896,23.743,24.389,2,140,18,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.556,21.836,22.456,3,,1,110,11,28,Female,32218,Yes,4072489,60be82caa8f33e3db829591b,High Uncertainty - Cat 2,Jacksonville,FL,
2022-04-08 13:17:56,2022-04-08 13:19:14,IP Address,73.46.102.194,100,78,True,2022-04-08 13:19:14,R_24FTL1cHpTuE7fe,,,,,26.2975006103515625,-80.18160247802734375,anonymous,EN,I consent to taking part in this survey.,5c6f459b398a230001bb0031,3.273,9.26,11.098,4,119,9,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.65,22.056,23.547,7,,7,126,12,33,Male,33063,Yes,3366593,5c6f459b398a230001bb0031,Low Uncertainty - Cat 4,Pompano Beach,FL,
2022-04-08 13:18:51,2022-04-08 13:22:41,IP Address,69.180.90.49,100,229,True,2022-04-08 13:22:41,R_3G3Zci5SQXvE8DM,,,,,30.348297119140625,-81.41680145263671875,anonymous,EN,I consent to taking part in this survey.,5f489766dbc4a2364c0f4f93,16.569,39.881,40.951,5,124,10,7,Evacuate to a hotel up north paying at least $150 per night.,8.21,129.599,130.436,11,7,,134,15,63,Female,32233,Yes,1009362,5f489766dbc4a2364c0f4f93,High Uncertainty - Cat 4,Atlantic Beach,FL,
2022-04-08 13:32:16,2022-04-08 13:34:04,IP Address,73.205.207.131,100,108,True,2022-04-08 13:34:04,R_1NlH666zZYVw7Fn,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,I consent to taking part in this survey.,604a2aebd3928c04011454d7,2.782,13.176,14.273,6,87,5,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.277,25.867,26.315,14,,4,106,7,24,Male,33176,Yes,7660247,604a2aebd3928c04011454d7,High Uncertainty - Cat 2,Miami,FL,
2022-04-08 13:42:14,2022-04-08 13:44:11,IP Address,97.99.45.27,100,116,True,2022-04-08 13:44:11,R_AcVUDN9MQ0igDWV,,,,,32.9503021240234375,-96.819000244140625,anonymous,EN,I consent to taking part in this survey.,60fdc5c27df92fe62a07a0c3,20.7,29.496,30.508,4,150,20,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",4.732,17.824,19.454,5,,8,156,18,31,Female,32714,Yes,5025014,60fdc5c27df92fe62a07a0c3,Low Uncertainty - Cat 4,Altamonte Springs,FL,
2022-04-08 13:45:38,2022-04-08 13:47:12,IP Address,97.101.227.245,100,94,True,2022-04-08 13:47:13,R_2QE5gygyJxDVeq8,,,,,28.493194580078125,-81.28780364990234375,anonymous,EN,I consent to taking part in this survey.,5c6205a724b1fc00019db2de,4.903,27.502,34.808,8,120,15,5,Evacuate to a hotel up north paying at least $150 per night.,1.873,22.298,22.842,17,7,,145,20,22,Male,32812,Yes,1768641,5c6205a724b1fc00019db2de,High Uncertainty - Cat 4,Orlando,FL,
2022-04-08 13:49:38,2022-04-08 13:53:07,IP Address,70.171.51.39,100,208,True,2022-04-08 13:53:07,R_1gCQglDHsEEvcYo,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I consent to taking part in this survey.,5e3dd36d19be0d040a17f13f,53.973,66.809,68.954,2,120,12,7,Evacuate to a hotel up north paying at least $150 per night.,31.879,55.505,56.401,4,10,,140,16,58,Male,32601,Yes,7144968,5e3dd36d19be0d040a17f13f,High Uncertainty - Cat 4,Gainesville,FL,
2022-04-08 13:53:11,2022-04-08 13:55:38,IP Address,184.91.80.166,100,146,True,2022-04-08 13:55:38,R_2wMpVNA0UfsiGuw,,,,,28.5977935791015625,-81.302398681640625,anonymous,EN,I consent to taking part in this survey.,5bbd3bacf732b50001d9099a,42.368,51.174,53.298,3,120,12,8,Evacuate to a hotel up north paying at least $150 per night.,12.14,40.085,41.791,3,8,,102,12,33,Female,32751,Yes,4220375,5bbd3bacf732b50001d9099a,High Uncertainty - Cat 2,Maitland,FL,
2022-04-08 13:56:44,2022-04-08 13:58:34,IP Address,24.250.144.10,100,109,True,2022-04-08 13:58:35,R_8CzMUbUBqvsdT0J,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I consent to taking part in this survey.,57ac9e210493620001d3a277,36.46,39.021,40.475,2,120,12,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.721,33.417,34.03,3,,8,140,16,25,Male,32608,Yes,7283663,57ac9e210493620001d3a277,Low Uncertainty - Cat 4,Gainesville,FL,
2022-04-08 14:08:30,2022-04-08 14:11:30,IP Address,97.104.50.90,100,180,True,2022-04-08 14:11:31,R_p5gh7OWXCyuD5oR,,,,,28.9452972412109375,-81.29889678955078125,anonymous,EN,I consent to taking part in this survey.,5c3393d9f53f7a000119160f,36.768,65.164,66.294,4,100,8,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.532,34.264,36.297,3,,8,120,14,74,Female,32744,Yes,6128867,5c3393d9f53f7a000119160f,Low Uncertainty - Cat 4,Lake Helen,FL,
2022-04-08 14:20:17,2022-04-08 14:25:59,IP Address,47.200.111.107,100,342,True,2022-04-08 14:26:00,R_3frB5hBXq3TLVjB,,,,,27.9246978759765625,-82.510498046875,anonymous,EN,I consent to taking part in this survey.,5d05688a391f8a0001b70319,83.485,117.036,118.465,4,111,10,8,Evacuate to a hotel up north paying at least $150 per night.,43.901,82.022,84.293,8,7,,120,12,72,Female,32778,Yes,5876716,5d05688a391f8a0001b70319,High Uncertainty - Cat 4,Tavares,FL,
2022-04-08 14:24:14,2022-04-08 14:27:37,IP Address,108.224.165.164,100,202,True,2022-04-08 14:27:37,R_3NJx1vNYZ8QKzD4,,,,,26.7819976806640625,-80.06529998779296875,anonymous,EN,I consent to taking part in this survey.,5ec764942256df19e155432c,36.473,40.381,50.442,2,120,12,0,Evacuate to a hotel up north paying at least $150 per night.,77.046,83.993,85.167,3,0,,120,12,65,Male,33404,Yes,2118394,5ec764942256df19e155432c,High Uncertainty - Cat 2,West Palm Beach,FL,
2022-04-08 14:28:23,2022-04-08 14:32:57,IP Address,75.31.64.9,100,274,True,2022-04-08 14:32:57,R_3enulQTohXySwJX,,,,,28.5485992431640625,-82.51599884033203125,anonymous,EN,I consent to taking part in this survey.,56a38b45dbe850000cfd50c3,57.087,72.569,78.058,3,120,12,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",10.78,32.424,35.362,9,,0,90,5,25,Male,34613,Yes,4805627,56a38b45dbe850000cfd50c3,High Uncertainty - Cat 2,Brooksville,FL,
2022-04-08 14:34:52,2022-04-08 14:36:37,IP Address,73.125.135.48,100,104,True,2022-04-08 14:36:37,R_2y8XdeCJ55fAqLm,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,I consent to taking part in this survey.,5f1091aa4bd173363a9700ec,19.75,39.253,40.096,6,125,14,8,Evacuate to a hotel up north paying at least $150 per night.,5.559,23.64,24.26,5,8,,140,16,27,Male,33173,Yes,1908119,5f1091aa4bd173363a9700ec,Low Uncertainty - Cat 4,Miami,FL,
2022-04-08 14:40:14,2022-04-08 14:41:40,IP Address,24.250.171.222,100,85,True,2022-04-08 14:41:40,R_3J7V8I1IbB1hjJE,,,,,29.6959075927734375,-82.40419769287109375,anonymous,EN,I consent to taking part in this survey.,60fd978c77223cb3d24d6618,30.228,32.1,35.744,2,100,8,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.025,12.539,13.637,3,,5,105,10,22,Female,32608,No,6663622,60fd978c77223cb3d24d6618,High Uncertainty - Cat 4,Gainesville,FL,
2022-04-08 14:42:29,2022-04-08 14:50:43,IP Address,72.185.59.159,100,493,True,2022-04-08 14:50:43,R_XNUwQUeja0THMUp,,,,,28.0142974853515625,-82.744598388671875,anonymous,EN,I consent to taking part in this survey.,60eade4bfe35acc10fdef43e,12.551,165.216,166.45,23,116,18,9,Evacuate to a hotel up north paying at least $150 per night.,2.204,47.51,49.063,26,10,,135,20,30,Female,33123,Yes,7007172,60eade4bfe35acc10fdef43e,High Uncertainty - Cat 2,,,
2022-04-08 14:45:44,2022-04-08 14:51:34,IP Address,174.240.51.222,100,350,True,2022-04-08 14:51:34,R_32YdI67mPpDG9Bf,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,I consent to taking part in this survey.,5b2eae5577b17f0001c037af,19.198,83.981,87.065,7,120,12,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",10.966,42.985,44.528,8,,10,140,16,53,Female,32621,Yes,7851423,5b2eae5577b17f0001c037af,Low Uncertainty - Cat 4,Bronson,FL,
2022-04-08 14:46:39,2022-04-08 14:52:27,IP Address,98.230.60.199,100,348,True,2022-04-08 14:52:28,R_2cwFM71HST5yGzB,,,,,30.5218048095703125,-84.262603759765625,anonymous,EN,I consent to taking part in this survey.,5df416a57bf5722f9a501255,29.757,45.205,45.976,5,130,10,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",11.901,27.216,27.844,4,,6,125,11,35,Male,32309,Yes,7627952,5df416a57bf5722f9a501255,High Uncertainty - Cat 4,Tallahassee,FL,
2022-04-08 14:51:17,2022-04-08 14:53:10,IP Address,172.58.173.114,100,113,True,2022-04-08 14:53:11,R_3Jq6pjAWGd2Scby,,,,,25.8119049072265625,-80.2317962646484375,anonymous,EN,I consent to taking part in this survey.,5dcd91a0b7ebf606d16c971e,4.734,25.647,26.358,5,120,12,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",7.259,21.423,22.309,8,,2,100,8,39,Male,34990,Yes,1733857,5dcd91a0b7ebf606d16c971e,High Uncertainty - Cat 2,Palm City,FL,
2022-04-08 14:58:36,2022-04-08 15:00:06,IP Address,97.102.75.120,100,89,True,2022-04-08 15:00:06,R_1lbFAfeQhvibEKm,,,,,28.03179931640625,-80.59580230712890625,anonymous,EN,I consent to taking part in this survey.,6014318356f32e39dac7d569,3.456,27.545,28.846,4,120,12,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",3.462,18.562,20.726,7,,9,140,16,36,Female,32905,Yes,1120352,6014318356f32e39dac7d569,Low Uncertainty - Cat 4,Palm Bay,FL,
2022-04-08 15:14:47,2022-04-08 15:16:16,IP Address,98.211.185.121,100,89,True,2022-04-08 15:16:17,R_1jwyFR1WCGJ6Xyz,,,,,25.770294189453125,-80.2071990966796875,anonymous,EN,I consent to taking part in this survey.,603b5b001967b3805746bebd,19.143,29.433,30.185,3,120,8,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.112,19.112,19.86,5,,5,130,12,19,Male,33130,Yes,1203299,603b5b001967b3805746bebd,High Uncertainty - Cat 4,Miami,FL,
2022-04-08 15:18:14,2022-04-08 15:24:32,IP Address,65.32.205.229,100,377,True,2022-04-08 15:24:32,R_2YaksuMhIl3PHx9,,,,,27.4674072265625,-82.5110015869140625,anonymous,EN,I consent to taking part in this survey.,5ef3fb8de991b819644d21b2,12.09,119.096,120.037,19,120,16,5,Evacuate to a hotel up north paying at least $150 per night.,2.347,37.674,38.089,22,7,,149,20,24,Male,34208,Yes,3186483,5ef3fb8de991b819644d21b2,Low Uncertainty - Cat 4,Bradenton,FL,
2022-04-08 15:22:11,2022-04-08 15:24:40,IP Address,98.242.51.167,100,148,True,2022-04-08 15:24:40,R_1mFq4dQfXDMwNFh,,,,,36.8419952392578125,-119.65779876708984375,anonymous,EN,I consent to taking part in this survey.,558983e5fdf99b7ae50076b6,46.43,52.924,58.498,3,130,12,9,Evacuate to a hotel up north paying at least $150 per night.,19.403,32.931,35.89,3,7,,150,18,33,Male,93612,Yes,1747553,558983e5fdf99b7ae50076b6,High Uncertainty - Cat 4,Clovis,CA,
2022-04-08 15:28:54,2022-04-08 15:30:14,IP Address,50.30.151.26,100,79,True,2022-04-08 15:30:14,R_1HqOnF5pwuiFbbw,,,,,28.65289306640625,-81.210601806640625,anonymous,EN,I consent to taking part in this survey.,5e8a79496a7800724c1df04b,33.728,38.542,39.38,4,111,10,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.166,9.186,9.42,12,,4,99,8,18,Male,32092,Yes,3216611,5e8a79496a7800724c1df04b,High Uncertainty - Cat 2,Saint Augustine,FL,
2022-04-08 15:34:05,2022-04-08 15:36:49,IP Address,73.224.240.55,100,164,True,2022-04-08 15:36:50,R_2SjDf7zem5ouoW5,,,,,29.9149017333984375,-81.3672027587890625,anonymous,EN,I consent to taking part in this survey.,558f1e78fdf99b6ebd362162,43.226,46.441,57.08,2,115,13,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",20.385,34.605,36.812,3,,8,140,16,39,Male,32084,Yes,5296857,558f1e78fdf99b6ebd362162,Low Uncertainty - Cat 4,Saint Augustine,FL,
2022-04-08 15:34:57,2022-04-08 15:37:26,IP Address,172.58.175.140,100,149,True,2022-04-08 15:37:27,R_1FDLbKwieDbwVyu,,,,,28.5435943603515625,-81.37380218505859375,anonymous,EN,I consent to taking part in this survey.,6109d5b1a9daba0fb4e833b9,20.001,23.959,27.619,5,105,7,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",5.383,21.489,22.763,5,,3,95,5,26,Female,32953,Yes,4923525,6109d5b1a9daba0fb4e833b9,High Uncertainty - Cat 2,Merritt Island,FL,
2022-04-08 15:57:49,2022-04-08 15:59:48,IP Address,76.108.74.171,100,118,True,2022-04-08 15:59:48,R_24NKD1yPhYiaQax,,,,,26.5355072021484375,-80.10980224609375,anonymous,EN,I consent to taking part in this survey.,5e30cbc9c0bdcc0da3a7517b,34.571,42.508,43.522,8,86,6,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",17.372,26.836,28.889,4,,6,105,7,23,Male,33436,Yes,1191156,5e30cbc9c0bdcc0da3a7517b,High Uncertainty - Cat 4,Boynton Beach,FL,
2022-04-08 15:59:54,2022-04-08 16:01:31,IP Address,50.88.68.105,100,97,True,2022-04-08 16:01:31,R_1pPYQ4NQLH7cmcE,,,,,28.206207275390625,-80.68740081787109375,anonymous,EN,I consent to taking part in this survey.,5490c822fdf99b71ba910e1a,11.402,25.766,32.499,4,80,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",27.021,33.312,34.043,7,,5,80,10,26,Female,32934,Yes,8304932,5490c822fdf99b71ba910e1a,High Uncertainty - Cat 2,Melbourne,FL,
2022-04-08 16:01:11,2022-04-08 16:03:43,IP Address,47.195.22.64,100,151,True,2022-04-08 16:03:43,R_1mhqQ2ZSau3b93V,,,,,27.9611053466796875,-81.93979644775390625,anonymous,EN,I consent to taking part in this survey.,5ab99e8247a9f7000153b5d3,39.172,50.467,51.273,2,117,19,0,"Stay in your place, a one-story, single-detached house, and ride out the storm.",14.453,40.383,41.097,3,,0,145,22,43,Male,33813,Yes,7210257,5ab99e8247a9f7000153b5d3,High Uncertainty - Cat 4,Lakeland,FL,
2022-04-08 16:02:14,2022-04-08 16:06:34,IP Address,173.24.137.187,100,260,True,2022-04-08 16:06:34,R_2EGC2Cw78IieFT1,,,,,30.387603759765625,-85.67690277099609375,anonymous,EN,I consent to taking part in this survey.,60e5bebceb89fc96b4414bcb,43.57,63.751,68.164,3,135,12,9,Evacuate to a hotel up north paying at least $150 per night.,22.756,46.33,47.473,3,10,,150,16,41,Male,32404,Yes,5064330,60e5bebceb89fc96b4414bcb,Low Uncertainty - Cat 4,Panama City,FL,
2022-04-08 16:13:55,2022-04-08 16:16:31,IP Address,162.232.98.168,100,155,True,2022-04-08 16:16:31,R_3GfUXLrlMDV3LGi,,,,,26.282196044921875,-80.1156005859375,anonymous,EN,I consent to taking part in this survey.,60ff4620a227c501b7f7bba5,16.772,33.661,34.276,6,125,10,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.357,49.144,50.064,7,,10,160,20,25,Female,33060,Yes,7821304,60ff4620a227c501b7f7bba5,High Uncertainty - Cat 4,Pompano Beach,FL,
2022-04-08 16:20:51,2022-04-08 16:23:45,IP Address,71.148.62.47,100,173,True,2022-04-08 16:23:45,R_xbUwl77IJVJnIU9,,,,,28.6840972900390625,-81.28119659423828125,anonymous,EN,I consent to taking part in this survey.,6100d28f1e251a6dff92f0df,32.41,56.977,61.142,3,140,12,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",14.31,48.333,52.721,9,,8,150,16,20,Female,32708,Yes,4938064,6100d28f1e251a6dff92f0df,Low Uncertainty - Cat 4,Winter Springs,FL,
2022-04-08 16:24:10,2022-04-08 16:25:35,IP Address,73.245.142.75,100,85,True,2022-04-08 16:25:36,R_3KQ29VhEdfR96Gb,,,,,27.6316070556640625,-80.40460205078125,anonymous,EN,I consent to taking part in this survey.,5f16c677bc5f86028f33fc62,21.871,24.561,26.047,3,93,8,8,Evacuate to a hotel up north paying at least $150 per night.,5.451,10.681,12.306,3,2,,85,5,20,Female,32828,Yes,2453191,5f16c677bc5f86028f33fc62,High Uncertainty - Cat 2,Orlando,FL,
2022-04-08 16:35:53,2022-04-08 16:37:29,IP Address,47.205.232.224,100,96,True,2022-04-08 16:37:30,R_1k1W9z74xZoIx8V,,,,,28.23199462890625,-82.73239898681640625,anonymous,EN,I consent to taking part in this survey.,5f73712c35ef5f09974ec1e5,15.769,19.933,20.735,3,130,20,9,Evacuate to a hotel up north paying at least $150 per night.,18.801,28.038,28.746,4,10,,145,23,35,Male,34653,Yes,5050348,5f73712c35ef5f09974ec1e5,High Uncertainty - Cat 4,New Port Richey,FL,
2022-04-08 16:36:14,2022-04-08 16:37:58,IP Address,24.73.5.6,100,104,True,2022-04-08 16:37:58,R_3sj5oWIG3nwFpzb,,,,,28.32989501953125,-82.285003662109375,anonymous,EN,I consent to taking part in this survey.,5b0a38d230d5620001551e0d,21.794,30.223,31.251,3,115,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.064,16.758,17.956,3,,8,142,15,29,Male,33525,Yes,2042460,5b0a38d230d5620001551e0d,Low Uncertainty - Cat 4,Dade City,FL,
2022-04-08 16:35:21,2022-04-08 16:47:11,IP Address,73.55.105.92,100,709,True,2022-04-08 16:47:11,R_22AdBiMT5kLfhlF,,,,,26.920196533203125,-82.3047027587890625,anonymous,EN,I consent to taking part in this survey.,616fc252f8d37fa2ca0368fc,49.08,79.818,80.89,3,150,12,9,Evacuate to a hotel up north paying at least $150 per night.,84.765,377.81,378.504,17,3,,120,8,20,Female,34224,Yes,3989370,616fc252f8d37fa2ca0368fc,High Uncertainty - Cat 2,Englewood,FL,
2022-04-08 16:46:04,2022-04-08 16:48:24,IP Address,97.106.8.25,100,140,True,2022-04-08 16:48:25,R_3nMLcAXQmzzsdgi,,,,,28.195098876953125,-81.606201171875,anonymous,EN,I consent to taking part in this survey.,5ea2034072cf371093cf5268,37.852,44.814,46.872,2,115,5,9,Evacuate to a hotel up north paying at least $150 per night.,22.895,46.12,47.135,4,8,,94,3,39,Female,33896,Yes,8510654,5ea2034072cf371093cf5268,High Uncertainty - Cat 2,Davenport,FL,
2022-04-08 16:50:45,2022-04-08 16:53:13,IP Address,68.225.69.186,100,147,True,2022-04-08 16:53:13,R_pxWX2YvkuW1CjkZ,,,,,30.4062042236328125,-87.21820068359375,anonymous,EN,I consent to taking part in this survey.,5727aecae386b9000f4000cd,0.56,56.563,57.701,7,140,13,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",13.045,31.349,32.046,5,,8,145,17,39,Female,32504,Yes,6847147,5727aecae386b9000f4000cd,High Uncertainty - Cat 4,Pensacola,FL,
2022-04-08 17:09:06,2022-04-08 17:10:41,IP Address,66.42.8.45,100,94,True,2022-04-08 17:10:41,R_1o4K0UDlIYCAxwz,,,,,28.433807373046875,-81.347198486328125,anonymous,EN,I consent to taking part in this survey.,604227d56f34b50536d0df92,21.782,27.184,27.837,2,100,10,9,Evacuate to a hotel up north paying at least $150 per night.,13.247,20.478,21.089,3,10,,140,17,34,Female,32827,Yes,7675788,604227d56f34b50536d0df92,Low Uncertainty - Cat 4,Orlando,FL,
2022-04-08 17:21:26,2022-04-08 17:24:24,IP Address,72.168.176.23,100,178,True,2022-04-08 17:24:24,R_3Hwx9RE0iuSK860,,,,,33.5225982666015625,-86.8032989501953125,anonymous,EN,I consent to taking part in this survey.,60b67355d1639cf7ac638d07,19.159,33.854,35.122,3,150,20,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",18.651,38.556,39.492,3,,7,160,20,58,Female,32626,Yes,9943411,60b67355d1639cf7ac638d07,High Uncertainty - Cat 4,Chiefland,FL,
2022-04-08 17:23:40,2022-04-08 17:26:47,IP Address,71.46.56.69,100,186,True,2022-04-08 17:26:47,R_BK7khLH0LJ5DxEl,,,,,27.9875030517578125,-82.4582977294921875,anonymous,EN,I consent to taking part in this survey.,5f3f5ad05ec7d1257993b196,49.4,66.721,69.319,5,90,11,10,Evacuate to a hotel up north paying at least $150 per night.,19.583,49.002,50.189,3,10,,155,18,57,Female,32839,Yes,2645958,5f3f5ad05ec7d1257993b196,Low Uncertainty - Cat 4,Orlando,FL,
2022-04-08 17:37:38,2022-04-08 17:40:09,IP Address,12.192.66.165,100,150,True,2022-04-08 17:40:09,R_2zURXgTbCa4eu8H,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I consent to taking part in this survey.,5e45fe5a2d79940d7aee4922,24.517,29.482,70.782,2,120,12,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",13.286,26.555,28.383,3,,6,140,16,27,Female,32608,Yes,2832919,5e45fe5a2d79940d7aee4922,Low Uncertainty - Cat 4,Gainesville,FL,
2022-04-08 17:36:16,2022-04-08 17:41:04,IP Address,98.244.245.187,100,287,True,2022-04-08 17:41:04,R_2WOqEFF0Yk7JBSA,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,I consent to taking part in this survey.,614f1676ea00c89418719805,64,86.315,90.338,2,120,12,10,Evacuate to a hotel up north paying at least $150 per night.,26.388,66.129,68.818,4,8,,80,4,63,Female,32163,Yes,1769147,614f1676ea00c89418719805,High Uncertainty - Cat 2,The Villages,FL,
2022-04-08 17:38:22,2022-04-08 17:41:20,IP Address,99.35.8.209,100,177,True,2022-04-08 17:41:20,R_2fUGBJOgI6AxVWp,,,,,28.65289306640625,-81.210601806640625,anonymous,EN,I consent to taking part in this survey.,614a683362e282f624146d19,29.07,60.033,60.505,7,150,20,7,Evacuate to a hotel up north paying at least $150 per night.,8.037,40.038,40.93,10,9,,160,24,49,Male,32765,Yes,2591064,614a683362e282f624146d19,High Uncertainty - Cat 4,Oviedo,FL,
2022-04-08 17:52:54,2022-04-08 17:54:18,IP Address,73.23.247.136,100,84,True,2022-04-08 17:54:18,R_4TTu3UHb3i0i8Jb,,,,,26.5337066650390625,-81.70619964599609375,anonymous,EN,I consent to taking part in this survey.,61570bdd4b83036761dd83d5,2.739,14.479,15.774,3,129,16,10,Evacuate to a hotel up north paying at least $150 per night.,4.144,8.351,9.373,3,5,,105,10,31,Male,33905,No,4485706,61570bdd4b83036761dd83d5,High Uncertainty - Cat 2,Fort Myers,FL,
2022-04-08 17:55:09,2022-04-08 17:56:56,IP Address,68.205.14.48,100,106,True,2022-04-08 17:56:56,R_PULCLBrtPyHrZbb,,,,,28.0608062744140625,-80.67220306396484375,anonymous,EN,I consent to taking part in this survey.,5c85ad4d4755b0000104319a,29.894,36.493,38.345,3,130,12,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",7.586,21.447,23.136,6,,7,140,16,41,Male,32904,Yes,2564966,5c85ad4d4755b0000104319a,Low Uncertainty - Cat 4,Melbourne,FL,
2022-04-08 17:52:58,2022-04-08 17:57:00,IP Address,76.109.114.105,100,241,True,2022-04-08 17:57:00,R_2Pzj5ciF8LGxOah,,,,,26.412200927734375,-80.08750152587890625,anonymous,EN,I consent to taking part in this survey.,62347ca74737df4941e12ea1,20.331,30.751,51.2,2,120,12,5,Evacuate to a hotel up north paying at least $150 per night.,19.139,39.939,41.132,4,4,,90,5,29,Male,33496,Yes,1941956,62347ca74737df4941e12ea1,High Uncertainty - Cat 2,Boca Raton,FL,
2022-04-08 17:55:49,2022-04-08 18:05:30,IP Address,173.168.68.157,100,581,True,2022-04-08 18:05:31,R_1ifEVfm1y69Ruli,,,,,27.93499755859375,-82.377197265625,anonymous,EN,I consent to taking part in this survey.,6237c126a6a50d9a00697910,13.237,137.098,138.485,12,103,15,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.144,47.049,48.564,10,,7,152,26,24,Female,33594,Yes,5187376,6237c126a6a50d9a00697910,High Uncertainty - Cat 4,Valrico,FL,
2022-04-08 18:25:00,2022-04-08 18:26:30,IP Address,98.192.148.33,100,89,True,2022-04-08 18:26:30,R_1i9VjP0bAEEt0VQ,,,,,30.1708984375,-85.57959747314453125,anonymous,EN,I consent to taking part in this survey.,5f123d2f9926a1193a114e68,11.302,15.536,16.62,3,108,9,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",6.065,16.261,18.223,4,,7,128,9,29,Female,32404,Yes,2580858,5f123d2f9926a1193a114e68,High Uncertainty - Cat 4,Panama City,FL,
2022-04-08 18:20:40,2022-04-08 18:28:47,IP Address,66.229.15.12,100,487,True,2022-04-08 18:28:47,R_9WDSTl6QqL8Izlv,,,,,25.9842987060546875,-80.21489715576171875,anonymous,EN,I consent to taking part in this survey.,5c6f2e7632cb70000169b490,50.671,57.3,59.539,2,120,20,8,Evacuate to a hotel up north paying at least $150 per night.,13.402,29.309,30.237,4,0,,81,2,46,Female,33023,Yes,1440925,5c6f2e7632cb70000169b490,High Uncertainty - Cat 2,Hollywood,FL,
2022-04-08 18:36:31,2022-04-08 18:39:33,IP Address,96.59.195.234,100,181,True,2022-04-08 18:39:33,R_3MtXf36uNi8mVir,,,,,27.4582977294921875,-82.5287017822265625,anonymous,EN,I consent to taking part in this survey.,5f4c4b2355e3b985bcef9c9f,26.621,40.897,42.685,4,120,8,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",17.047,34.252,36.802,6,,7,140,18,29,Female,34203,Yes,2360081,5f4c4b2355e3b985bcef9c9f,Low Uncertainty - Cat 4,Bradenton,FL,
